









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Common Redpoll (<em class="sci">Acanthis flammea</em>)	0.0166157	0.0187416	0.0158845	0.0179894	0.0204082	0.0268817	0.0306038	0.0166909	0.0192024	0.0121622	0.0102264	0.0167477	0.0141224	0.0110852	0.0023824	9.107E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034014	0.0048309	0.0187305	0.011274	0.0131446	0.0191159	0.027027	0.0267857	0.0133038	
Hoary Redpoll (<em class="sci">Acanthis hornemanni</em>)	0.0	0.0	0.0	0.0015	7.849E-4	0.0	0.0	0.0	7.386E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
redpoll sp. (<em class="sci">Acanthis sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.386E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Crossbill (<em class="sci">Loxia curvirostra</em>)	0.0209882	0.0107095	0.0101083	0.0137566	0.0141287	0.0143369	0.0128205	0.009434	0.021418	0.0175676	0.0138787	0.0135062	0.0060525	0.0070012	0.0035736	0.0063752	0.0083994	0.0096413	0.0117964	0.0158155	0.0254237	0.0213382	0.0202156	0.0234671	0.0323097	0.0370236	0.0377734	0.0417417	0.0459184	0.0517241	0.0495476	0.0433045	0.0415	0.047619	0.0335601	0.020217	0.0209581	0.0309333	0.0283688	0.0334467	0.0425121	0.0280957	0.0236753	0.0353893	0.0298686	0.0135135	0.0204082	0.018847	
White-winged Crossbill (<em class="sci">Loxia leucoptera</em>)	0.0126804	0.0127175	0.0086643	0.015873	0.0133438	0.0053763	0.0107527	0.0087083	0.0073855	0.0074324	0.0131483	0.0075635	0.0080699	0.0064177	0.0083383	0.007286	0.0074662	0.0057848	0.0104483	0.0087652	0.0103348	0.0086799	0.004717	0.0065607	0.006398	0.0047187	0.0075547	0.0045045	0.0032468	0.0043103	0.0047393	0.0073284	0.014	0.0075436	0.0045351	0.0029586	0.0041916	0.0032	0.006383	0.0164399	0.0251208	0.0343392	0.0349493	0.0303337	0.0131422	0.017199	0.0121173	0.0149667	
crossbill sp. (<em class="sci">Loxia sp.</em>)	4.373E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.725E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.268E-4	0.0	0.0	0.0	6.398E-4	0.0	3.976E-4	6.006E-4	0.0	0.0	0.0	0.0	5.0E-4	0.0	0.0	0.0	5.988E-4	5.333E-4	0.0	5.669E-4	0.0	0.0020812	0.0022548	0.0	0.0	0.0	0.0012755	0.0	
Pine Siskin (<em class="sci">Spinus pinus</em>)	0.0253607	0.0361446	0.0397112	0.0486772	0.0423862	0.0597372	0.0578991	0.0457184	0.0664697	0.0736486	0.0803506	0.0448406	0.0484196	0.0449242	0.045265	0.0464481	0.04993	0.0458928	0.03303	0.0362043	0.0219099	0.0151899	0.0171833	0.013626	0.0172745	0.0141561	0.0182903	0.0141141	0.0092764	0.0060345	0.005601	0.0066622	0.0075	0.0051862	0.0022676	0.0123274	0.0287425	0.0469333	0.0829787	0.0719955	0.0763285	0.0593132	0.0496054	0.0303337	0.0203106	0.0110565	0.0191327	0.0221729	
American Goldfinch (<em class="sci">Spinus tristis</em>)	0.1954526	0.1987952	0.2425993	0.2111111	0.1985871	0.2389486	0.2593052	0.1756168	0.1986706	0.1966216	0.2132944	0.26094	0.268998	0.2835473	0.2936272	0.3688525	0.435371	0.4685692	0.4836535	0.3858613	0.356759	0.3269439	0.3234501	0.3386323	0.3701216	0.3822142	0.3924453	0.4021021	0.3942486	0.3948276	0.3972426	0.3570953	0.311	0.2352664	0.214059	0.1661736	0.1497006	0.1152	0.1425532	0.1712018	0.2193237	0.2310094	0.2502818	0.2467139	0.2413381	0.1891892	0.2200255	0.210643	
Spinus sp. (<em class="sci">Spinus sp.</em>)	0.0	0.0	7.22E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
finch sp. (<em class="sci">Fringillidae sp.</em>)	0.0	6.693E-4	0.0	0.0	0.0	0.0	4.136E-4	0.0015	0.0	6.757E-4	0.0	0.0	6.725E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.905E-4	0.0	0.0	0.0	0.0	3.199E-4	0.0	0.0	0.0015	4.638E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010406	0.0022548	0.0	0.0	0.0012285	6.378E-4	0.0	
Lapland Longspur (<em class="sci">Calcarius lapponicus</em>)	0.0	6.693E-4	0.0	0.0	0.0	5.974E-4	0.0015	7.257E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.931E-4	0.0011976	0.0015	7.092E-4	5.669E-4	0.0019324	0.0020812	0.0015	0.0010111	0.0023895	0.0	0.0	0.0	
Snow Bunting (<em class="sci">Plectrophenax nivalis</em>)	0.0030608	0.0073628	0.0064982	0.0047619	0.0070644	0.0071685	0.0037221	0.0043541	0.0051699	6.757E-4	0.0021914	0.0027012	0.0060525	0.0011669	5.956E-4	0.0	4.666E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010667	0.0014184	0.021542	0.057971	0.0593132	0.042841	0.0202224	0.0119474	0.0061425	0.0031888	0.0066519	
Grasshopper Sparrow (<em class="sci">Ammodramus savannarum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.067E-4	0.0	0.0	0.0	0.0	0.0	3.976E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chipping Sparrow (<em class="sci">Spizella passerina</em>)	0.0015	0.0	0.0	0.0	0.0015	0.0017921	0.0	0.0	0.0	0.0	0.0	0.0016207	0.001345	0.0151692	0.0559857	0.1921676	0.2524498	0.2475897	0.2251432	0.1810213	0.1376602	0.1573237	0.138814	0.1511481	0.1353167	0.1194192	0.1204771	0.1066066	0.0788497	0.0590517	0.0478242	0.0426382	0.034	0.0325318	0.0380952	0.0443787	0.051497	0.0405333	0.0326241	0.0283447	0.010628	0.0083247	0.0011274	0.0	0.0	0.0	0.0	0.0	
Clay-colored Sparrow (<em class="sci">Spizella pallida</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.617E-4	0.0	0.0015	0.0	9.07E-4	9.862E-4	0.0035928	5.333E-4	0.0	0.0017007	9.662E-4	0.0	0.0011274	0.0	0.0	0.0	0.0	0.0	
Field Sparrow (<em class="sci">Spizella pusilla</em>)	0.0	6.693E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.725E-4	0.0017503	0.0017868	0.003643	0.0027998	0.0030852	0.0016852	0.0015244	0.0022737	0.0018083	0.0020216	0.0025233	0.0019194	0.0010889	3.976E-4	0.0015015	0.0013915	8.621E-4	0.0015	3.331E-4	0.0015	9.43E-4	0.0018141	0.0024655	0.0015	0.0	0.0014184	0.0017007	0.0019324	0.0	0.0011274	0.0020222	0.0	0.0	6.378E-4	0.0	
Spizella sp. (<em class="sci">Spizella sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.333E-4	0.0	0.0	0.0	0.0	0.0045096	0.0	0.0	0.0	0.0	0.0	
Black-throated Sparrow (<em class="sci">Amphispiza bilineata</em>)	0.0078706	0.0046854	0.0057762	0.0021164	0.0015699	5.974E-4	0.0	7.257E-4	0.0	0.0	7.305E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lark Sparrow (<em class="sci">Chondestes grammacus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.952E-4	0.0	0.0	0.0	0.0017234	0.0016656	0.0	9.43E-4	0.0015	9.862E-4	0.0	0.0	0.0021277	0.0	9.662E-4	0.0010406	0.0022548	0.0	0.0	0.0	0.0	0.0	
Lark Bunting (<em class="sci">Calamospiza melanocorys</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Tree Sparrow (<em class="sci">Spizelloides arborea</em>)	0.0480979	0.0468541	0.0700361	0.0619048	0.0588697	0.0663082	0.0872622	0.0428157	0.0443131	0.0418919	0.0336012	0.0297137	0.0342972	0.0250875	0.0077427	0.0063752	4.666E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.333E-4	0.0014184	0.0096372	0.0164251	0.0197711	0.0360767	0.0232558	0.0167264	0.031941	0.0331633	0.036031	
Fox Sparrow (<em class="sci">Passerella iliaca</em>)	0.0039353	0.0026774	0.0072202	0.0047619	0.0062794	0.0035842	0.0020678	0.0058055	0.006647	0.0148649	0.0160701	0.0545651	0.0659045	0.0449242	0.0047647	0.0022769	4.666E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011976	0.0026667	0.0028369	0.0192744	0.026087	0.0260146	0.0248027	0.0060667	0.0011947	0.0	0.0031888	0.0027716	
Dark-eyed Junco (<em class="sci">Junco hyemalis</em>)	0.1683428	0.1552878	0.2245487	0.1740741	0.1640502	0.213859	0.2340778	0.137881	0.1506647	0.1824324	0.2081812	0.3165856	0.2958978	0.2998833	0.2477665	0.2354281	0.2197853	0.2051678	0.189754	0.1846418	0.2097974	0.194575	0.2072102	0.1990916	0.2127319	0.2094374	0.2318091	0.2066066	0.1479592	0.1331897	0.1413184	0.170553	0.178	0.1504008	0.1705215	0.1696252	0.1922156	0.1984	0.2262411	0.2908163	0.2628019	0.2029136	0.1894025	0.1597573	0.1481481	0.1203931	0.1364796	0.1413525	
White-crowned Sparrow (<em class="sci">Zonotrichia leucophrys</em>)	8.745E-4	6.693E-4	0.0	0.0010582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.402E-4	6.725E-4	0.0	5.956E-4	0.0018215	0.0125992	0.0169688	0.0175261	0.0049543	4.134E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	9.43E-4	0.0045351	0.0167653	0.0359281	0.0586667	0.0404255	0.0385488	0.0086957	0.0020812	0.0	0.0	0.0	0.0	0.0	0.0	
White-throated Sparrow (<em class="sci">Zonotrichia albicollis</em>)	0.029296	0.0314592	0.0389892	0.0354497	0.0353218	0.041816	0.0392887	0.021045	0.0199409	0.0236486	0.0277575	0.0318747	0.0390047	0.0443407	0.0845742	0.1894353	0.2575828	0.2317779	0.2305359	0.1865473	0.1744523	0.1714286	0.1795822	0.1771385	0.165707	0.1724138	0.1693837	0.142042	0.0858071	0.0633621	0.0495476	0.05996	0.0535	0.0697784	0.1206349	0.1740631	0.2173653	0.1824	0.1546099	0.170068	0.1207729	0.082206	0.0687711	0.041456	0.0310633	0.022113	0.036352	0.0238359	
Vesper Sparrow (<em class="sci">Pooecetes gramineus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011669	0.0071471	0.0091075	0.0046664	0.00887	0.0057297	0.0034299	0.0049607	0.0050633	0.0040431	0.0050467	0.0051184	0.0043557	0.0055666	0.0033033	0.0018553	0.0025862	4.308E-4	3.331E-4	0.0025	9.43E-4	0.0013605	0.0039448	0.0035928	0.0042667	0.0028369	0.0017007	0.0	0.0	0.0	0.0	0.0011947	0.0	0.0	0.0	
Seaside Sparrow (<em class="sci">Ammospiza maritima</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nelson's Sparrow (<em class="sci">Ammospiza nelsoni</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032393	0.0107482	0.0198915	0.018531	0.015897	0.0105566	0.015608	0.0178926	0.015015	0.0125232	0.0077586	0.0038776	0.0019987	0.004	0.0014144	0.0013605	0.0034517	0.0035928	0.0010667	7.092E-4	0.0022676	9.662E-4	0.0010406	0.0	0.0	0.0	0.0	0.0	0.0	
Savannah Sparrow (<em class="sci">Passerculus sandwichensis</em>)	4.373E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014771	0.002027	0.0029218	0.0027012	0.0033625	0.0105018	0.0405003	0.0751366	0.079328	0.0844582	0.0815639	0.0426829	0.0372055	0.0455696	0.041779	0.0378501	0.0351887	0.0395644	0.0417495	0.0291291	0.0194805	0.0146552	0.0103404	0.0109927	0.0115	0.019802	0.0312925	0.0463511	0.0550898	0.0352	0.035461	0.037415	0.0183575	0.0072841	0.0011274	0.0	0.0011947	0.0	6.378E-4	0.0	
Song Sparrow (<em class="sci">Melospiza melodia</em>)	0.0249235	0.0247657	0.0296029	0.0243386	0.0243328	0.0292712	0.0397022	0.0239478	0.0251108	0.0695946	0.1241782	0.3009184	0.4041695	0.4714119	0.4306135	0.3943534	0.3798413	0.3925954	0.4290529	0.3997713	0.3918975	0.3858951	0.4039757	0.3928842	0.4072297	0.4174229	0.4178926	0.3663664	0.325603	0.2650862	0.2240414	0.2111925	0.21	0.194248	0.1863946	0.2460552	0.2934132	0.2602667	0.248227	0.2590703	0.1603865	0.0936524	0.0665163	0.041456	0.037037	0.0257985	0.0369898	0.0254989	
Lincoln's Sparrow (<em class="sci">Melospiza lincolnii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.757E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0018665	0.0030852	0.0077519	0.0045732	0.0022737	0.0025316	0.0026954	0.002271	0.0022393	0.0036298	0.0027833	0.0024024	0.0027829	0.0025862	0.0012925	0.0023318	0.003	0.0070721	0.015873	0.0236686	0.0179641	0.0106667	0.0056738	0.0056689	9.662E-4	0.0	0.0	0.0	0.0011947	0.0	0.0	5.543E-4	
Swamp Sparrow (<em class="sci">Melospiza georgiana</em>)	0.0	0.0	0.0	5.291E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	5.402E-4	0.0020175	0.0128355	0.0214413	0.0637523	0.0877275	0.080216	0.0738119	0.0741235	0.0597354	0.0622061	0.0670485	0.0600555	0.0511836	0.0548094	0.0544732	0.0366366	0.0204082	0.0116379	0.0060319	0.0053298	0.0115	0.0146157	0.0281179	0.0369822	0.0592814	0.0458667	0.0347518	0.0294785	0.0154589	0.0010406	0.0011274	0.0020222	0.0	0.0	0.0	0.0	
Lincoln's/Swamp Sparrow (<em class="sci">Melospiza lincolnii/georgiana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.931E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green-tailed Towhee (<em class="sci">Pipilo chlorurus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	
Eastern Towhee (<em class="sci">Pipilo erythrophthalmus</em>)	4.373E-4	0.0	0.0	0.0	0.0	0.0	4.136E-4	0.0	0.0	0.0	0.0	5.402E-4	0.0	0.0011669	0.0017868	0.0059199	0.0074662	0.0119553	0.0175261	0.0121951	0.0113683	0.0173599	0.0225741	0.0161494	0.0153551	0.0185118	0.0238569	0.0183183	0.0097403	0.0090517	0.008617	0.0126582	0.007	0.0108439	0.0117914	0.0108481	0.005988	0.0032	0.0056738	0.0011338	0.0	0.0	0.0011274	0.0	0.0	0.0	0.0	0.0	
new world sparrow sp. (<em class="sci">Passerellidae sp.</em>)	0.0026235	0.0	0.0043321	0.0026455	0.0047096	0.0035842	0.0057899	0.0058055	0.0022157	0.0040541	0.0029218	0.0097245	0.0087424	0.008168	0.0065515	0.0095628	0.0065329	0.0053992	0.0057297	0.0022866	8.268E-4	0.00217	0.0023585	0.0025233	0.0012796	0.0032668	0.0071571	0.0033033	0.0032468	0.0081897	0.0038776	0.0076616	0.0085	0.0108439	0.0113379	0.0172584	0.0257485	0.0213333	0.022695	0.015873	0.021256	0.0062435	0.0135287	0.0040445	0.0059737	0.0012285	0.0031888	0.0011086	
Yellow-breasted Chat (<em class="sci">Icteria virens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.617E-4	0.0056629	0.008	0.0023574	0.0027211	4.931E-4	0.0017964	0.0010667	0.0014184	0.0	0.0028986	0.0020812	0.0011274	0.0010111	0.0023895	0.0	0.0	0.0	
Yellow-headed Blackbird (<em class="sci">Xanthocephalus xanthocephalus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	0.0	0.0	0.0	0.0	5.333E-4	0.0021277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bobolink (<em class="sci">Dolichonyx oryzivorus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013999	0.0165831	0.0364004	0.0301067	0.0299711	0.0249548	0.0215633	0.0229624	0.0166347	0.0166969	0.0127237	0.0087087	0.0069573	0.0038793	0.0047393	0.0056629	0.0045	0.0061292	0.0015	0.0019724	0.0011976	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Meadowlark (<em class="sci">Sturnella magna</em>)	0.0	0.0	0.0	0.0	7.849E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004035	0.0011669	0.0017868	0.0018215	4.666E-4	7.713E-4	6.741E-4	3.811E-4	0.0010335	0.0014467	0.0016846	7.57E-4	6.398E-4	0.0010889	3.976E-4	9.009E-4	0.0013915	4.31E-4	0.0	3.331E-4	5.0E-4	4.715E-4	0.0	4.931E-4	0.0015	0.0	0.0	0.0015	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Orchard Oriole (<em class="sci">Icterus spurius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.554E-4	9.333E-4	0.0015426	0.0013482	5.716E-4	4.134E-4	0.0015	0.0	0.0	0.0	3.63E-4	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	4.715E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Baltimore Oriole (<em class="sci">Icterus galbula</em>)	0.0013118	6.693E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	9.107E-4	0.0032664	0.0185114	0.0461746	0.0192454	0.006821	0.0039783	0.0026954	0.0040373	0.0015995	0.0021779	0.0011928	0.0015015	0.0013915	0.0	4.308E-4	0.0043304	0.009	0.0061292	0.0099773	0.0024655	0.0065868	5.333E-4	0.0049645	0.0022676	0.0019324	0.0020812	0.0090192	0.008089	0.0095579	0.004914	6.378E-4	0.0	
Red-winged Blackbird (<em class="sci">Agelaius phoeniceus</em>)	0.0030608	0.0013387	0.0	0.0	0.0015	0.0011947	0.0041356	0.0079826	0.0177253	0.0581081	0.0810811	0.1177742	0.1183591	0.1318553	0.1465158	0.1630237	0.2011199	0.1812572	0.1884058	0.1497713	0.1205043	0.1092224	0.1027628	0.0999243	0.0841331	0.0686025	0.0588469	0.0441441	0.0269017	0.0211207	0.008617	0.0083278	0.005	0.0061292	0.0022676	0.0044379	0.0023952	0.0026667	0.0092199	0.0289116	0.0299517	0.0280957	0.0191657	0.0151668	0.0023895	0.002457	0.005102	0.001663	
Brown-headed Cowbird (<em class="sci">Molothrus ater</em>)	0.001749	0.0	0.0	0.0	0.0015	0.0	4.136E-4	0.0	0.0015	6.757E-4	7.305E-4	0.015127	0.0376597	0.0495916	0.0434783	0.0428051	0.0270649	0.0215966	0.0158409	0.0142912	0.0097148	0.0130199	0.0111186	0.0116074	0.0073576	0.0105263	0.0055666	0.0051051	0.0060297	0.0051724	0.0060319	0.0039973	0.0065	0.0018859	4.535E-4	0.0024655	0.0	0.0016	7.092E-4	0.0017007	9.662E-4	0.0031217	0.0011274	0.0020222	0.0	0.0	0.0019133	0.0	
Rusty Blackbird (<em class="sci">Euphagus carolinus</em>)	8.745E-4	0.0015	0.0015	0.0021164	7.849E-4	0.0023895	4.136E-4	0.0021771	0.0014771	0.0	7.305E-4	0.004322	0.0060525	0.0029172	0.0041691	0.0045537	0.0013999	0.0015426	6.741E-4	7.622E-4	0.0	3.617E-4	3.369E-4	5.047E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	9.07E-4	0.0034517	0.0065868	0.0053333	0.0014184	0.0034014	0.0028986	0.0	0.0022548	0.0	0.0	0.0015	0.0	0.0011086	
Common Grackle (<em class="sci">Quiscalus quiscula</em>)	0.0087451	0.0046854	0.0036101	0.0042328	0.0062794	0.0065711	0.0062035	0.0072569	0.0125554	0.0236486	0.0562454	0.106429	0.1035642	0.1161027	0.1030375	0.1015483	0.1208586	0.1276514	0.1179643	0.1019436	0.0890864	0.0904159	0.0872642	0.0789806	0.0662188	0.0544465	0.0417495	0.0324324	0.0241187	0.0150862	0.0159414	0.0143238	0.0145	0.0113154	0.0122449	0.0157791	0.0185629	0.0272	0.0460993	0.0890023	0.0792271	0.0416233	0.0281849	0.0141557	0.0071685	0.0184275	0.0031888	0.0049889	
blackbird sp. (<em class="sci">Icteridae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036928	0.002027	0.0	0.002161	0.0020175	5.834E-4	0.0035736	0.0040984	9.333E-4	0.001157	0.0010111	5.716E-4	6.201E-4	0.0	3.369E-4	2.523E-4	0.0019194	3.63E-4	0.0	3.003E-4	4.638E-4	8.621E-4	8.617E-4	3.331E-4	5.0E-4	9.43E-4	0.0013605	4.931E-4	0.0023952	5.333E-4	7.092E-4	0.0017007	0.0028986	0.0	0.0015	0.0	0.0	0.0012285	0.0	0.0	
Ovenbird (<em class="sci">Seiurus aurocapilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0237984	0.1939838	0.3340074	0.3094512	0.2397685	0.2922242	0.2617925	0.2616705	0.2466411	0.1771325	0.1053678	0.0411411	0.0162338	0.0176724	0.0232658	0.0176549	0.0215	0.0080151	0.0072562	0.0029586	0.002994	5.333E-4	0.0021277	0.0	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Worm-eating Warbler (<em class="sci">Helmitheros vermivorum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.067E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Louisiana Waterthrush (<em class="sci">Parkesia motacilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013661	0.0018665	0.0	3.37E-4	5.716E-4	0.0	0.0	0.0013477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Waterthrush (<em class="sci">Parkesia noveboracensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018215	0.0107326	0.0231392	0.032693	0.0261052	0.0109549	0.0166365	0.0077493	0.0108504	0.0057582	0.0032668	0.0023857	0.0042042	0.0106679	0.0163793	0.0112021	0.011992	0.009	0.0047148	0.0045351	9.862E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
