









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Semipalmated Plover (<em class="sci">Charadrius semipalmatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.857E-4	6.741E-4	0.0051448	0.0010335	3.617E-4	0.0	2.523E-4	0.0015	0.0036298	0.0063618	0.0234234	0.0473098	0.0659483	0.0719517	0.0802798	0.079	0.0608204	0.0530612	0.0473373	0.0329341	0.0192	0.0085106	0.015873	0.0067633	0.0010406	0.0	0.0	0.0	0.0	0.0	0.0	
Killdeer (<em class="sci">Charadrius vociferus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.386E-4	0.0047297	0.0160701	0.0102647	0.0215198	0.0198366	0.0095295	0.0077413	0.0037331	0.0084844	0.0064038	0.0045732	0.006821	0.005425	0.0070755	0.0047943	0.0057582	0.0061706	0.0067594	0.0063063	0.0064935	0.0099138	0.0068936	0.0049967	0.0045	0.0033003	0.0022676	0.0029586	0.0035928	5.333E-4	0.0021277	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	5.543E-4	
plover sp. (<em class="sci">Charadriidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.092E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Upland Sandpiper (<em class="sci">Bartramia longicauda</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013661	4.666E-4	0.001157	0.0016852	0.0015244	0.0031005	0.00217	0.0013477	0.0017663	0.0015995	3.63E-4	7.952E-4	3.003E-4	4.638E-4	0.0	4.308E-4	3.331E-4	0.0	0.0015	4.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Whimbrel (<em class="sci">Numenius phaeopus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.107E-4	4.666E-4	3.857E-4	0.0	5.716E-4	0.0	0.0	3.369E-4	0.0	6.398E-4	0.0018149	0.0063618	0.0045045	0.005102	0.0038793	0.0051702	0.0076616	0.0085	0.0066007	0.0013605	0.0019724	0.0	0.0015	7.092E-4	0.0028345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit (<em class="sci">Limosa haemastica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	4.31E-4	4.308E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.092E-4	5.669E-4	0.0015	0.0010406	0.0	0.0	0.0	0.0	0.0	0.0	
Marbled Godwit (<em class="sci">Limosa fedoa</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Turnstone (<em class="sci">Arenaria interpres</em>)	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.305E-4	0.0	6.725E-4	0.0	5.956E-4	0.0	0.0	0.001157	0.0064038	0.0034299	0.0043406	0.001085	0.0015	2.523E-4	3.199E-4	0.0036298	0.0035785	0.0171171	0.0185529	0.0267241	0.0150797	0.0159893	0.0095	0.0103725	0.0081633	0.0039448	5.988E-4	5.333E-4	7.092E-4	0.0015	9.662E-4	0.0010406	0.0	0.0010111	0.0	0.0	0.0	0.0	
Red Knot (<em class="sci">Calidris canutus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37E-4	3.811E-4	8.268E-4	0.0015	0.0	0.0	0.0	3.63E-4	3.976E-4	0.0015015	0.0023191	0.0017241	0.0017234	0.0019987	0.002	4.715E-4	4.535E-4	4.931E-4	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stilt Sandpiper (<em class="sci">Calidris himantopus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019283	3.37E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.006E-4	0.0	4.31E-4	0.0	9.993E-4	0.0	9.43E-4	4.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019133	0.0	
Sanderling (<em class="sci">Calidris alba</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.905E-4	2.067E-4	7.233E-4	0.0015	2.523E-4	0.0	0.0010889	0.0047714	0.0093093	0.0102041	0.0107759	0.0077553	0.0136576	0.015	0.0169731	0.0195011	0.0108481	0.0041916	0.0032	0.0021277	5.669E-4	0.0	0.0010406	0.0011274	0.0	0.0	0.0	0.0	0.0	
Dunlin (<em class="sci">Calidris alpina</em>)	0.0013118	0.0	0.001444	0.0	0.0	0.0	4.136E-4	0.0029028	0.0	0.0	0.0014609	0.0	0.0	0.0	5.956E-4	0.0	0.0	0.0	0.0016852	0.0019055	0.0015	3.617E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0040816	0.0039448	0.002994	0.0058667	0.0021277	0.0068027	0.0038647	0.0041623	0.0045096	0.0	0.0	0.0	0.0	5.543E-4	
Purple Sandpiper (<em class="sci">Calidris maritima</em>)	0.0218627	0.0254351	0.0223827	0.0296296	0.0188383	0.0131422	0.0111663	0.0203193	0.0103397	0.0189189	0.0160701	0.0162075	0.0255548	0.0145858	0.0077427	0.0095628	0.0060663	0.0092557	0.0124705	0.0087652	0.0018603	0.0	0.0	0.0	3.199E-4	0.0	0.0	0.0	0.0	0.0012931	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0017007	0.0067633	0.0104058	0.0270575	0.0283114	0.0203106	0.019656	0.0165816	0.02051	
Baird's Sandpiper (<em class="sci">Calidris bairdii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0034468	0.0036642	0.0035	0.0023574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Sandpiper (<em class="sci">Calidris minutilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666E-4	0.0046278	0.0057297	0.0032393	0.0024804	7.233E-4	3.369E-4	2.523E-4	0.0044786	0.0170599	0.0163022	0.0264264	0.0329314	0.0603448	0.0650582	0.0759494	0.0565	0.0367751	0.0190476	0.004931	0.0041916	0.0010667	7.092E-4	5.669E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-rumped Sandpiper (<em class="sci">Calidris fuscicollis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.134E-4	3.617E-4	3.369E-4	2.523E-4	0.0	0.0	3.976E-4	0.0021021	0.0032468	0.0077586	0.0077553	0.0133245	0.008	0.0033003	0.0031746	4.931E-4	0.002994	0.0037333	0.0014184	0.0034014	0.0038647	0.0	0.0	0.0	0.0	0.0012285	0.0	0.0	
Buff-breasted Sandpiper (<em class="sci">Calidris subruficollis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pectoral Sandpiper (<em class="sci">Calidris melanotos</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.857E-4	0.0	1.905E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.638E-4	0.0012931	0.0017234	0.0016656	0.004	4.715E-4	4.535E-4	0.0044379	0.002994	0.0016	0.0014184	5.669E-4	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Sandpiper (<em class="sci">Calidris pusilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023139	0.0040445	0.0055259	0.004754	0.0047016	0.0013477	5.047E-4	0.0012796	0.0065336	0.0159046	0.0297297	0.0357143	0.0487069	0.0547178	0.0712858	0.06	0.0372466	0.0335601	0.0226824	0.0155689	0.0112	0.0042553	0.0062358	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Sandpiper (<em class="sci">Calidris mauri</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.331E-4	5.0E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
peep sp. (<em class="sci">Calidris sp. (peep sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.834E-4	0.0	4.554E-4	9.333E-4	0.0046278	0.0020222	0.0017149	4.134E-4	3.617E-4	0.0	5.047E-4	0.0012796	0.0043557	0.0047714	0.0126126	0.0199443	0.0193966	0.0301594	0.0286476	0.0245	0.0179161	0.015873	0.0118343	0.0041916	0.0026667	0.0070922	0.0022676	9.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed Dowitcher (<em class="sci">Limnodromus griseus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666E-4	0.0	0.0010111	0.0013338	8.268E-4	0.0014467	3.369E-4	5.047E-4	0.0051184	0.014882	0.0151093	0.018018	0.0115955	0.012069	0.0099095	0.0106596	0.0045	4.715E-4	0.0013605	9.862E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-billed Dowitcher (<em class="sci">Limnodromus scolopaceus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	9.43E-4	0.0	0.0	0.0023952	0.0	0.0	5.669E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed/Long-billed Dowitcher (<em class="sci">Limnodromus griseus/scolopaceus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666E-4	0.0	3.37E-4	1.905E-4	0.0	0.0	0.0	0.0	6.398E-4	3.63E-4	0.0031809	3.003E-4	0.0015	0.0	0.0012925	3.331E-4	0.0	9.43E-4	4.535E-4	4.931E-4	5.988E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Woodcock (<em class="sci">Scolopax minor</em>)	0.0	0.0	0.0	0.0	0.0	5.974E-4	0.0	7.257E-4	0.0051699	0.0148649	0.0219138	0.0405186	0.0369872	0.029755	0.0208457	0.0145719	0.015399	0.0154261	0.0107853	0.0150534	0.008888	0.0065099	0.0064016	0.0050467	0.006398	0.0072595	0.0039761	0.0036036	0.0027829	0.0030172	0.0012925	0.0019987	5.0E-4	0.0014144	4.535E-4	0.0019724	0.0023952	0.0042667	0.0021277	0.0045351	0.0028986	0.0020812	0.0011274	0.0010111	0.0011947	0.0	0.0015	0.0015	
Wilson's Snipe (<em class="sci">Gallinago delicata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.305E-4	5.402E-4	0.0020175	0.004084	0.0107207	0.0040984	9.333E-4	3.857E-4	3.37E-4	0.0015244	6.201E-4	0.001085	0.0010108	0.0012617	0.0015995	3.63E-4	3.976E-4	6.006E-4	0.0	4.31E-4	4.308E-4	0.0	0.0	9.43E-4	9.07E-4	0.0	0.0035928	0.0010667	0.0014184	0.0045351	0.0019324	0.0010406	0.0011274	0.0	0.0	0.0	0.0015	0.0	
Wilson's Phalarope (<em class="sci">Phalaropus tricolor</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.523E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Phalarope (<em class="sci">Phalaropus lobatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034299	0.0031005	3.617E-4	6.739E-4	0.001514	0.0012796	0.0029038	0.0059642	0.0153153	0.0185529	0.0237069	0.0224041	0.0169887	0.0125	0.0165017	0.0072562	0.0044379	0.0023952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red Phalarope (<em class="sci">Phalaropus fulicarius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.905E-4	2.067E-4	0.0	0.0	0.0	3.199E-4	7.26E-4	7.952E-4	0.0048048	0.0064935	0.0081897	0.0090478	0.0043304	0.004	0.0070721	0.0058957	0.0024655	0.0017964	0.0010667	0.0014184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked/Red Phalarope (<em class="sci">Phalaropus lobatus/fulicarius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.976E-4	6.006E-4	4.638E-4	0.0034483	4.308E-4	0.0013324	0.0	0.0023574	4.535E-4	4.931E-4	0.0	5.333E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
phalarope sp. (<em class="sci">Phalaropus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.716E-4	2.067E-4	0.0	0.0	0.0	0.0	3.63E-4	3.976E-4	0.0021021	0.0013915	0.0021552	0.0021542	0.0026649	0.002	0.0018859	4.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper (<em class="sci">Actitis macularius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.107E-4	0.0074662	0.0177401	0.033367	0.0331555	0.0250103	0.0256781	0.0249326	0.0176634	0.0220729	0.0352087	0.0425447	0.0513514	0.0742115	0.0737069	0.0835847	0.0826116	0.0835	0.0504479	0.0376417	0.0212032	0.0125749	0.0090667	0.0049645	0.0034014	0.0	0.0010406	0.0	0.0	0.0	0.0	0.0	0.0	
Solitary Sandpiper (<em class="sci">Tringa solitaria</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.554E-4	9.333E-4	0.0065561	0.008089	7.622E-4	0.0	0.0	0.0	0.0	0.0	0.0010889	0.0027833	0.0066066	0.0143785	0.0159483	0.0301594	0.0363091	0.0295	0.0231023	0.0136054	0.0142998	0.0077844	0.0032	7.092E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Yellowlegs (<em class="sci">Tringa melanoleuca</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0023337	0.0065515	0.0227687	0.0629958	0.0466641	0.0343782	0.011814	0.0055808	0.0036166	3.369E-4	0.0012617	0.0051184	0.0105263	0.0182903	0.0327327	0.0491651	0.0663793	0.068505	0.0972685	0.095	0.0796794	0.0680272	0.0636095	0.0760479	0.0496	0.0609929	0.0623583	0.036715	0.0260146	0.0033822	0.0010111	0.0	0.0	0.0	0.0	
Willet (<em class="sci">Tringa semipalmata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019283	0.0026963	0.0034299	0.0016536	0.0014467	6.739E-4	5.047E-4	0.0012796	3.63E-4	7.952E-4	0.0015	0.0015	8.621E-4	0.0	0.0026649	0.004	0.0	4.535E-4	9.862E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Yellowlegs (<em class="sci">Tringa flavipes</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018215	0.0060663	0.0096413	0.0047186	3.811E-4	6.201E-4	0.0	3.369E-4	0.0	0.0028791	0.0061706	0.0095427	0.0138138	0.0199443	0.0288793	0.0331754	0.0373085	0.029	0.0150872	0.014966	0.0167653	0.0095808	0.0074667	0.0028369	0.0022676	9.662E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
Greater/Lesser Yellowlegs (<em class="sci">Tringa melanoleuca/flavipes</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017868	9.107E-4	0.0023332	0.0015426	6.741E-4	5.716E-4	0.0	0.0	0.0	0.0	3.199E-4	3.63E-4	0.0015	0.0018018	0.0046382	0.0043103	0.0047393	0.005996	0.005	0.0018859	0.0031746	0.0024655	0.002994	0.0016	0.0021277	0.0028345	0.0019324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tringa sp. (<em class="sci">Tringa sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scolopacidae sp. (<em class="sci">Scolopacidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp. (<em class="sci">Charadriiformes sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.257E-4	0.0	0.0	0.0	0.0	0.0	0.0	5.956E-4	4.554E-4	0.0	0.0	3.37E-4	3.811E-4	0.0	0.0	0.0	0.0	3.199E-4	0.0014519	3.976E-4	3.003E-4	9.276E-4	8.621E-4	8.617E-4	0.0019987	0.0015	9.43E-4	0.0018141	0.0	0.0011976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Skua (<em class="sci">Stercorarius skua</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	3.003E-4	0.0	0.0021552	8.617E-4	3.331E-4	0.001	9.43E-4	0.0027211	9.862E-4	0.0011976	0.0016	0.0014184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
South Polar Skua (<em class="sci">Stercorarius maccormicki</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.617E-4	0.0015	0.0012617	0.0015995	7.26E-4	7.952E-4	0.003003	0.0023191	0.0034483	0.0017234	0.0023318	5.0E-4	0.0018859	0.0	9.862E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
skua sp. (<em class="sci">Stercorarius sp. (skua sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	3.617E-4	0.0	2.523E-4	6.398E-4	3.63E-4	3.976E-4	3.003E-4	4.638E-4	0.0	0.0017234	0.0019987	5.0E-4	0.0	4.535E-4	0.0	0.0011976	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pomarine Jaeger (<em class="sci">Stercorarius pomarinus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	8.268E-4	3.617E-4	6.739E-4	5.047E-4	3.199E-4	0.0010889	0.0011928	0.0051051	0.005102	0.0051724	0.0043085	0.0049967	0.0055	0.0132013	0.0131519	0.0083826	0.008982	0.0074667	0.006383	0.0028345	0.0	0.0020812	0.0011274	0.0010111	0.0	0.0	0.0	0.0	
Parasitic Jaeger (<em class="sci">Stercorarius parasiticus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37E-4	0.0	0.0012402	0.0014467	0.0015	7.57E-4	6.398E-4	0.0010889	0.0039761	0.0051051	0.0064935	0.0107759	0.0047393	0.0026649	0.0055	0.0080151	0.0013605	0.0	5.988E-4	0.0010667	0.0014184	0.0011338	0.0	0.0010406	0.0022548	0.0010111	0.0011947	0.0	0.0	0.0	
Pomarine/Parasitic Jaeger (<em class="sci">Stercorarius pomarinus/parasiticus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010406	0.0	0.0	0.0	0.0	0.0	0.0	
Long-tailed Jaeger (<em class="sci">Stercorarius longicaudus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.617E-4	0.0	0.0	0.0	0.0	3.976E-4	6.006E-4	4.638E-4	0.0012931	0.0	6.662E-4	0.0	9.43E-4	9.07E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
jaeger sp. (<em class="sci">Stercorarius sp. (jaeger sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.067E-4	3.617E-4	3.369E-4	2.523E-4	0.0	7.26E-4	7.952E-4	0.003003	9.276E-4	0.0012931	0.0025851	3.331E-4	0.0015	0.0028289	0.0027211	0.0034517	0.0023952	0.0069333	0.0042553	0.0017007	0.0048309	0.0020812	0.0022548	0.0010111	0.0	0.0	0.0	0.0	
jaeger/skua sp. (<em class="sci">Stercorarius sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-4	0.0	4.535E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Dovekie (<em class="sci">Alle alle</em>)	0.0061216	0.002008	0.0108303	0.0063492	0.0062794	0.0059737	8.271E-4	0.0029028	0.0	6.757E-4	7.305E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	7.092E-4	0.0015	0.0	0.0	0.0011274	0.0030334	0.0	0.0036855	0.0012755	0.0033259	
Common Murre (<em class="sci">Uria aalge</em>)	0.0021863	0.0013387	0.001444	0.0021164	0.0023548	0.0017921	0.0012407	0.0029028	0.0015	0.0027027	0.0	5.402E-4	0.001345	0.0029172	5.956E-4	9.107E-4	9.333E-4	7.713E-4	0.0043815	0.0030488	0.006821	0.0101266	0.0131402	0.0156447	0.009277	0.0166969	0.0135189	0.0126126	0.0046382	0.0043103	0.0038776	0.0033311	0.003	0.0018859	0.0031746	0.0019724	0.002994	0.0016	0.0021277	0.0017007	0.0019324	0.0041623	0.0033822	0.0030334	0.0011947	0.0	0.0	0.0038803	
Thick-billed Murre (<em class="sci">Uria lomvia</em>)	0.0056843	0.0053548	0.0021661	0.010582	0.0125589	0.0029869	0.0049628	0.0079826	0.0059084	0.0067568	7.305E-4	0.0010805	0.001345	0.0023337	5.956E-4	0.0018215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.669E-4	0.0	0.0010406	0.0	0.0015	0.0015	0.0	0.0	0.0011086	
Common/Thick-billed Murre (<em class="sci">Uria aalge/lomvia</em>)	0.0	0.0	7.22E-4	5.291E-4	0.0015699	0.0011947	0.0	0.0	0.0	6.757E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	4.535E-4	0.0	0.0	0.0	0.0	5.669E-4	9.662E-4	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	
